,Player▲,Squad,90s,Gls,Ast,G+A,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90
514,Brendan Chardonnet,Brest,29.8,3,0,0.1,1.5,1.5,0.4,2.0,0.05,0.01,0.07,0.05,0.07
515,Xavier Chavalerin,Reims,2.4,0,0,0.0,0.2,0.2,0.1,0.4,0.09,0.06,0.15,0.09,0.15
516,Xavier Chavalerin,Troyes,30.2,5,2,0.23,1.9,1.9,2.8,4.8,0.06,0.09,0.16,0.06,0.16
517,Justin Che,Hoffenheim,0.5,0,0,0.0,0.1,0.1,0.0,0.1,0.19,0.0,0.19,0.19,0.19
518,Chema,Getafe,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
519,Rayan Cherki,Lyon,4.9,0,1,0.2,0.7,0.7,0.6,1.4,0.15,0.13,0.28,0.15,0.28
520,Denis Cheryshev,Valencia,6.3,0,1,0.16,1.0,1.0,0.3,1.3,0.16,0.05,0.21,0.16,0.21
521,Daniel Chesters,West Ham,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Giorgio Chiellini,Juventus,15.0,0,0,0.0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
523,Federico Chiesa,Juventus,9.6,2,2,0.42,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37
524,Ben Chilwell,Chelsea,6.0,3,1,0.66,1.2,1.2,0.9,2.1,0.19,0.15,0.34,0.19,0.34
525,Chiquinho,Wolves,2.3,0,3,1.3,0.3,0.3,0.6,0.9,0.13,0.27,0.41,0.13,0.41
526,Vlad Chiricheș,Sassuolo,25.6,0,0,0.0,0.7,0.7,0.1,0.7,0.03,0.0,0.03,0.03,0.03
527,Pedro Chirivella,Nantes,29.3,3,1,0.14,1.2,1.2,1.3,2.5,0.04,0.05,0.09,0.04,0.09
528,Joris Chotard,Montpellier,32.6,1,1,0.06,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05
529,Hamza Choudhury,Leicester City,3.2,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
530,Andreas Christensen,Chelsea,16.6,0,0,0.0,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04
531,Max Christiansen,Greuther Fürth,22.8,0,0,0.0,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04
532,Carney Chukwuemeka,Aston Villa,3.3,0,1,0.3,0.6,0.6,1.0,1.5,0.17,0.29,0.46,0.17,0.46
533,Samuel Chukwueze,Villarreal,14.8,3,3,0.41,4.4,4.4,4.4,8.7,0.29,0.29,0.59,0.29,0.59
534,Víctor Chust,Cádiz,20.3,0,0,0.0,0.7,0.7,0.0,0.7,0.03,0.0,0.03,0.03,0.03
535,Riccardo Ciervo,Sampdoria,2.5,0,1,0.4,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14
536,Jasper Cillessen,Valencia,16.2,0,1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Pathé Ciss,Rayo Vallecano,12.2,2,1,0.25,1.6,1.6,0.5,2.1,0.13,0.04,0.18,0.13,0.18
538,Moustapha Cissé,Atalanta,0.4,1,0,2.37,0.5,0.5,0.0,0.5,1.21,0.0,1.21,1.21,1.21
539,Giorgio Cittadini,Atalanta,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Ciaran Clark,Newcastle Utd,11.3,0,1,0.09,0.8,0.8,0.3,1.2,0.07,0.03,0.1,0.07,0.1
541,Alexis Claude-Maurice,Nice,2.3,0,2,0.86,0.5,0.5,0.8,1.3,0.2,0.36,0.56,0.2,0.56
542,Jonathan Clauss,Lens,33.8,5,11,0.47,2.7,2.7,7.2,9.9,0.08,0.21,0.29,0.08,0.29
543,Carlos Clerc,Levante,16.8,0,0,0.0,0.2,0.2,0.8,1.0,0.01,0.04,0.06,0.01,0.06
544,Tom Cleverley,Watford,18.0,0,2,0.11,0.8,0.8,2.0,2.9,0.05,0.11,0.16,0.05,0.16
545,Nathaniel Clyne,Crystal Palace,15.0,0,1,0.07,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04
546,Conor Coady,Wolves,37.3,4,0,0.11,2.0,2.0,0.0,2.0,0.05,0.0,0.05,0.05,0.05
547,Marcus Coco,Nantes,10.3,1,1,0.19,0.6,0.6,0.7,1.2,0.05,0.06,0.12,0.05,0.12
548,Coke,Levante,1.3,1,0,0.76,0.4,0.4,0.1,0.4,0.27,0.05,0.33,0.27,0.33
549,Séamus Coleman,Everton,29.5,1,0,0.03,1.0,1.0,1.1,2.1,0.03,0.04,0.07,0.03,0.07
550,Álex Collado,Granada,11.3,2,1,0.26,0.8,0.8,1.2,2.0,0.07,0.11,0.18,0.07,0.18
551,Ebrima Colley,Spezia,4.4,0,0,0.0,0.7,0.7,1.6,2.2,0.16,0.35,0.51,0.16,0.51
552,Omar Colley,Sampdoria,30.5,0,0,0.0,1.4,1.4,0.0,1.4,0.05,0.0,0.05,0.05,0.05
553,Nathan Collins,Burnley,18.6,2,0,0.11,1.6,1.6,0.9,2.5,0.08,0.05,0.14,0.08,0.14
554,Kingsley Coman,Bayern Munich,15.1,6,2,0.53,4.5,4.5,3.2,7.8,0.3,0.21,0.51,0.3,0.51
