,Player,Squad,90s,SCA,SCA90,PassLive,Drib
897,Christoph Baumgartner,Hoffenheim,21.0,47,2.24,37,3
898,Ismaël Bennacer,Milan,16.9,50,2.95,34,3
899,Gelson Martins,Monaco,21.2,41,1.94,32,3
900,Kelvin Yeboah,Genoa,9.4,29,3.07,20,3
901,Dominic Calvert-Lewin,Everton,14.3,30,2.1,21,2
902,Irvin Cardona,Brest,14.8,29,1.96,20,1
903,Jonas Wind,Wolfsburg,13.1,34,2.59,28,0
904,Joe Gelhardt,Leeds United,8.3,22,2.65,14,3
905,Dimitri Foulquier,Valencia,26.0,23,0.88,15,1
906,Ansgar Knauff,Eint Frankfurt,8.4,22,2.61,15,1
907,Goran Pandev,Genoa,9.4,20,2.14,14,1
908,Yoane Wissa,Brentford,14.3,19,1.33,13,1
909,Frank Onyeka,Brentford,11.6,17,1.46,11,1
910,Youssef Maleh,Fiorentina,11.3,26,2.3,21,0
911,Tom Cleverley,Watford,18.0,35,1.95,20,0
912,Matt Targett,Newcastle Utd,16.0,34,2.12,15,0
913,Milan Badelj,Genoa,31.6,63,1.99,55,0
914,Elif Elmas,Napoli,18.0,50,2.78,37,4
915,Silvan Widmer,Mainz 05,32.4,49,1.51,39,1
916,Rafinha,Real Sociedad,11.7,30,2.57,22,0
917,Andrew Robertson,Liverpool,28.2,95,3.37,64,3
918,Iván Balliu,Rayo Vallecano,35.0,77,2.2,57,2
919,Mads Pedersen,Augsburg,15.5,31,2.01,18,2
920,Maximilian Mittelstädt,Hertha BSC,16.6,38,2.29,25,1
921,Raoul Bellanova,Cagliari,27.7,53,1.91,46,0
922,Alberto Perea,Cádiz,8.6,27,3.13,17,0
923,Abdón Prats,Mallorca,7.1,18,2.53,12,0
924,Wout Weghorst,Burnley,16.1,28,1.74,20,3
925,Franck Ribéry,Salernitana,15.8,57,3.61,43,2
926,Mihailo Ristić,Montpellier,20.0,39,1.95,32,2
927,Unai López,Rayo Vallecano,12.9,46,3.57,30,2
928,Romain Hamouma,Saint-Étienne,9.8,33,3.35,22,2
929,Nico Ribaudo,Espanyol,12.4,31,2.5,22,2
930,Yangel Herrera,Espanyol,18.3,24,1.31,17,2
931,Fabien Centonze,Metz,17.6,24,1.36,16,2
932,Carlos Akapo,Cádiz,20.5,24,1.17,16,2
933,Brandon Soppy,Udinese,8.6,13,1.51,6,2
934,Frenkie de Jong,Barcelona,27.5,73,2.65,65,1
935,Gaetano Castrovilli,Fiorentina,15.5,44,2.85,31,1
936,Houboulang Mendes,Lorient,35.8,35,0.98,28,1
937,Lucas Torró,Osasuna,30.3,30,0.99,24,1
938,Ozan Kabak,Norwich City,10.2,10,0.98,4,1
939,Koke,Atlético Madrid,27.9,54,1.94,46,0
940,Gianluca Busio,Venezia,21.7,37,1.71,24,0
941,Saman Ghoddos,Brentford,6.0,25,4.2,18,0
942,Francis Coquelin,Villarreal,9.2,17,1.84,12,0
943,Dodi Lukebakio,Wolfsburg,9.8,29,2.96,16,9
944,Lucas Alario,Leverkusen,7.3,25,3.44,16,5
945,Jeremie Boga,Sassuolo,7.4,23,3.09,14,5
946,Lucas Vázquez,Real Madrid,20.4,59,2.9,47,3
947,Riccardo Sottil,Fiorentina,13.8,25,1.82,18,3
948,Andrea Cambiaso,Genoa,19.9,35,1.76,28,2
949,Mateo Klimowicz,Stuttgart,6.7,15,2.24,9,2
950,Didier Lamkel Zé,Metz,6.7,15,2.23,9,2
951,Rubén Alcaraz,Cádiz,12.3,30,2.44,21,1
952,Cedric Gondo,Salernitana,7.8,25,3.22,20,1
953,Rodrigo Becão,Udinese,34.8,23,0.66,16,1
954,Asier Villalibre,Athletic Club,6.1,9,1.48,4,1
955,Kyle Walker,Manchester City,19.5,36,1.85,32,0
956,Dickson Abiama,Greuther Fürth,8.1,20,2.48,12,0
957,Rodrigo,Leeds United,25.2,73,2.9,61,2
958,Casemiro,Real Madrid,28.5,63,2.21,56,0
959,Damián Suárez,Getafe,30.1,70,2.32,48,0
960,Pierre Højbjerg,Tottenham,35.5,81,2.28,67,5
961,Youcef Atal,Nice,12.7,26,2.05,17,3
962,Andre-Frank Zambo Anguissa,Napoli,21.4,59,2.76,51,2
963,Stuart Dallas,Leeds United,32.4,64,1.97,38,2
964,Frederic Guilbert,Strasbourg,28.0,81,2.9,44,1
965,Florian Tardieu,Troyes,29.2,84,2.87,48,0
966,Benjamin Henrichs,RB Leipzig,12.7,24,1.89,18,0
967,Gerard Moreno,Villarreal,13.2,49,3.7,39,5
968,Dominik Szoboszlai,RB Leipzig,17.1,74,4.32,44,3
969,Scott McTominay,Manchester Utd,26.5,45,1.7,37,3
970,Nadir Zortea,Salernitana,15.7,37,2.36,27,3
971,Nuno Tavares,Arsenal,13.1,26,1.99,18,3
972,Luis Milla,Granada,30.8,71,2.3,46,1
973,Youssouf Fofana,Monaco,24.3,44,1.81,38,1
974,Manuel Sánchez,Osasuna,25.1,45,1.79,36,1
975,Nemanja Maksimović,Getafe,32.6,42,1.29,35,1
976,Nicolò Rovella,Genoa,16.3,54,3.31,26,1
977,Batista Mendy,Angers,26.8,23,0.86,17,1
978,Yohann Magnin,Clermont Foot,19.1,25,1.31,20,0
979,Raúl Guti,Elche,18.1,18,1.0,13,0
980,Gavi,Barcelona,25.7,52,2.02,43,5
981,Ghislain Konan,Reims,26.9,50,1.86,41,4
982,Lazar Samardzic,Udinese,5.4,37,6.8,18,4
983,Yves Bissouma,Brighton,23.5,24,1.02,16,4
984,Håvard Nielsen,Greuther Fürth,15.2,22,1.45,14,4
985,Quentin Merlin,Nantes,21.4,56,2.62,29,3
986,Nuno Mendes,Paris S-G,18.4,40,2.17,29,3
987,Romain Faivre,Lyon,9.9,48,4.86,24,3
988,Mathias Pereira Lage,Angers,11.6,22,1.9,15,2
989,Joan Jordán,Sevilla,27.9,52,1.86,43,1
990,Joël Veltman,Brighton,31.9,36,1.13,29,1
991,Iñigo Ruiz de Galarreta,Mallorca,15.3,28,1.83,22,1
992,Louis Schaub,Köln,7.3,25,3.44,18,1
993,Jóhann Berg Guðmundsson,Burnley,12.2,19,1.55,14,1
994,Antoine Griezmann,Atlético Madrid,18.8,51,2.71,39,0
995,Matthew Lowton,Burnley,19.7,33,1.68,25,0
996,Lukas Kübler,Freiburg,25.9,28,1.08,23,0
997,Hugo Guillamón,Valencia,26.2,27,1.03,23,0
998,Mikkel Damsgaard,Sampdoria,6.4,25,3.89,20,0
999,Sebastian Andersson,Köln,14.0,22,1.58,18,0
1000,Jérémy Le Douaron,Brest,16.1,22,1.37,18,0
1001,Diego Demme,Napoli,7.7,18,2.34,14,0
1002,Abdu Conté,Troyes,15.0,17,1.14,12,0
1003,Lucas Da Cunha,Nice,4.4,21,4.81,12,0
1004,Jakub Jankto,Getafe,6.5,9,1.38,4,0
1005,Jeremie Frimpong,Leverkusen,22.8,49,2.15,40,6
1006,Petar Stojanović,Empoli,30.4,68,2.24,57,4
1007,Mason Greenwood,Manchester Utd,14.1,44,3.12,37,4
1008,Aitor Ruibal,Betis,9.5,30,3.15,23,4
1009,Jeremy Doku,Rennes,5.2,23,4.41,16,4
1010,Mattias Svanberg,Bologna,28.5,60,2.11,44,3
1011,Edon Zhegrova,Lille,5.3,22,4.12,15,3
1012,Przemysław Frankowski,Lens,27.2,57,2.1,48,2
1013,Joakim Mæhle,Atalanta,16.3,43,2.63,38,2
1014,Aleksei Miranchuk,Atalanta,8.6,38,4.43,30,2
1015,Leon Bailey,Aston Villa,8.5,21,2.48,15,2
1016,Augusto Solari,Celta Vigo,7.9,19,2.39,14,2
1017,Bryan Lasme,Arminia,9.7,19,1.95,14,2
1018,Isaac Lihadji,Lille,2.6,19,7.18,13,2
1019,Moreto Cassamã,Reims,8.9,22,2.47,10,2
1020,Jean-Philippe Krasso,Saint-Étienne,5.0,10,1.99,5,2
1021,Marcus Ingvartsen,Mainz 05,7.6,12,1.59,5,2
1022,Jules Koundé,Sevilla,30.4,34,1.12,30,1
1023,Dennis Johnsen,Venezia,16.1,33,2.06,29,1
1024,Peter Pekarík,Hertha BSC,24.8,25,1.01,20,1
1025,Connor Roberts,Burnley,18.8,22,1.17,17,1
1026,Mamadou Coulibaly,Salernitana,9.0,21,2.34,16,1
1027,Andreas Voglsammer,Union Berlin,9.8,20,2.04,16,1
1028,Mads Roerslev,Brentford,13.8,16,1.16,12,1
1029,Marko Rog,Cagliari,3.5,11,3.18,7,1
1030,Aleksandr Golovin,Monaco,16.7,67,4.01,40,0
1031,Morten Thorsby,Sampdoria,32.7,39,1.19,36,0
1032,Birger Meling,Rennes,20.3,33,1.62,29,0
1033,Christian Eriksen,Brentford,10.4,53,5.08,26,0
1034,Pasquale Mazzocchi,Salernitana,14.1,26,1.84,16,0
1035,Valerio Verre,Sampdoria,4.7,20,4.29,16,0
1036,Isco,Real Madrid,3.7,19,5.17,15,0
1037,Marvin Plattenhardt,Hertha BSC,18.2,57,3.13,14,0
1038,Albin Ekdal,Sampdoria,18.2,17,0.93,14,0
1039,Francesco Acerbi,Lazio,28.2,18,0.64,14,0
1040,Kevin-Prince Boateng,Hertha BSC,7.7,16,2.07,13,0
1041,Pedro Bigas,Elche,17.2,10,0.58,7,0
1042,Gonçalo Paciência,Eint Frankfurt,5.7,10,1.74,7,0
1043,Giovani Lo Celso,Tottenham,2.6,10,3.78,5,0
1044,Samu Castillejo,Milan,1.4,6,4.32,3,0
1045,Alfred Duncan,Fiorentina,21.5,48,2.24,39,1
1046,Niklas Dorsch,Augsburg,25.8,34,1.32,21,0
1047,Pierre Lees-Melou,Norwich City,25.2,52,2.07,44,1
1048,Lucas Tousart,Hertha BSC,21.8,32,1.47,25,2
1049,Danilo Pereira,Paris S-G,22.6,20,0.88,14,1
1050,Kamaldeen Sulemana,Rennes,11.3,44,3.9,32,6
1051,Sofian Kiyine,Venezia,13.8,44,3.2,28,5
1052,Maxence Caqueret,Lyon,25.9,57,2.2,45,4
1053,William Carvalho,Betis,20.1,50,2.49,42,4
1054,Josh Brownhill,Burnley,32.8,66,2.01,41,2
1055,Tommaso Augello,Sampdoria,26.6,41,1.54,32,2
1056,Matheus Henrique,Sassuolo,12.0,37,3.09,30,2
1057,Marco Meyerhöfer,Greuther Fürth,25.3,34,1.34,27,2
1058,Nicolás González,Barcelona,12.4,33,2.67,27,2
1059,Jérôme Roussillon,Wolfsburg,19.7,30,1.52,23,2
1060,Djené,Getafe,34.6,26,0.75,20,2
1061,Christopher Wooh,Lens,11.7,14,1.2,7,2
1062,Rodrigo De Paul,Atlético Madrid,23.9,85,3.56,57,1
1063,Junior Firpo,Leeds United,19.0,43,2.26,34,1
1064,Fran Beltrán,Celta Vigo,28.9,35,1.21,30,1
1065,Jonathan Schmid,Freiburg,6.5,18,2.76,10,1
1066,Arkadiusz Milik,Marseille,15.7,28,1.78,24,0
1067,Andi Zeqiri,Augsburg,11.3,20,1.77,16,0
1068,Moussa Diaby,Leverkusen,30.7,103,3.36,85,8
1069,Christian Nørgaard,Brentford,33.9,49,1.44,43,3
1070,Aaron Wan-Bissaka,Manchester Utd,19.9,31,1.56,25,3
1071,Oleksandr Zinchenko,Manchester City,11.6,42,3.61,33,2
1072,Jean Onana,Bordeaux,20.4,37,1.82,32,2
1073,Tete Morente,Elche,18.1,34,1.87,27,2
1074,Jimmy Cabot,Angers,22.3,34,1.52,26,2
1075,Manu García,Alavés,12.0,37,3.09,20,2
1076,Abdessamad Ezzalzouli,Barcelona,6.4,11,1.71,6,2
1077,Tyrick Mitchell,Crystal Palace,34.5,41,1.19,35,1
1078,Dalbert Henrique,Cagliari,23.1,50,2.16,34,1
1079,Son,Levante,21.9,35,1.6,29,1
1080,Santiago Ascacíbar,Hertha BSC,26.4,30,1.14,26,1
1081,Maxime Gonalons,Granada,17.2,26,1.51,22,1
1082,Kristoffer Ajer,Brentford,22.2,28,1.26,20,1
1083,Cédric Brunner,Arminia,24.3,30,1.24,20,1
1084,Uroš Račić,Valencia,13.4,21,1.57,15,1
1085,Kike Pérez,Elche,5.8,18,3.12,12,1
1086,Eberechi Eze,Crystal Palace,6.7,22,3.27,11,1
1087,Roli Pereira de Sa,Nantes,6.4,16,2.51,10,1
1088,Papa Ndiaga Yade,Metz,7.7,15,1.94,10,1
1089,Alberto Soro,Granada,6.4,12,1.87,7,1
1090,Vladimír Coufal,West Ham,24.5,46,1.87,35,0
1091,Idrissa Gana Gueye,Paris S-G,18.2,33,1.81,29,0
1092,Alex Telles,Manchester Utd,18.4,45,2.44,24,0
1093,Vanderson,Monaco,12.4,26,2.09,22,0
1094,Patson Daka,Leicester City,12.9,24,1.86,21,0
1095,Ramy Bensebaini,M'Gladbach,22.4,26,1.16,21,0
1096,Dante,Nice,31.9,24,0.75,21,0
1097,Federico Ceccherini,Hellas Verona,26.2,23,0.88,20,0
1098,Lorenzo Venuti,Fiorentina,17.5,19,1.09,16,0
1099,Kevin Danso,Lens,31.0,16,0.52,13,0
1100,Jakub Kiwior,Spezia,21.8,15,0.69,12,0
1101,Martin Valjent,Mallorca,35.3,17,0.48,12,0
1102,Jurgen Ekkelenkamp,Hertha BSC,8.0,15,1.88,12,0
1103,Stéphane Bahoken,Angers,12.2,14,1.15,11,0
1104,Valerio Verre,Empoli,3.4,14,4.06,10,0
1105,Aritz Elustondo,Real Sociedad,23.4,10,0.43,7,0
1106,Petko Hristov,Spezia,13.9,9,0.65,6,0
1107,László Bénes,M'Gladbach,2.7,11,4.02,4,0
1108,Hamed Junior Traorè,Sassuolo,19.7,68,3.45,50,6
1109,Simone Verdi,Salernitana,9.2,42,4.56,24,5
1110,Lukas Rupp,Norwich City,8.5,27,3.16,22,3
1111,Arthur,Fiorentina,8.3,16,1.92,11,3
1112,Bertrand Traoré,Aston Villa,2.4,11,4.5,6,3
1113,Salva Sevilla,Mallorca,16.7,48,2.87,29,2
1114,Tristan Dingomé,Troyes,12.0,31,2.59,19,2
1115,Steven Bergwijn,Tottenham,6.3,20,3.19,15,2
1116,Fábio,Nantes,18.5,19,1.03,12,2
1117,Moussa Djenepo,Southampton,5.1,16,3.15,12,2
1118,Myziane Maolida,Hertha BSC,8.6,14,1.62,10,2
1119,André Gomes,Everton,6.9,13,1.89,9,2
1120,Jutglà,Barcelona,3.3,9,2.69,5,2
1121,Jens Cajuste,Reims,4.0,6,1.48,2,2
1122,Iago,Augsburg,24.2,49,2.03,45,1
1123,Kieran Tierney,Arsenal,21.3,38,1.79,33,1
1124,Michael Olise,Crystal Palace,12.7,38,3.0,32,1
1125,Joe Scally,M'Gladbach,21.2,33,1.56,29,1
1126,Hugo Mallo,Celta Vigo,20.3,35,1.73,28,1
1127,Nordi Mukiele,RB Leipzig,20.5,22,1.07,19,1
1128,Christian Benteke,Crystal Palace,12.7,20,1.57,17,1
1129,Andreas Skov Olsen,Bologna,8.3,21,2.53,16,1
1130,Mikel Balenziaga,Athletic Club,22.5,20,0.89,15,1
1131,Daniel Wass,Valencia,17.6,24,1.37,14,1
1132,Aihen Muñoz,Real Sociedad,14.9,17,1.14,10,1
1133,Tanguy Ndombele,Tottenham,5.4,13,2.42,10,1
1134,Youssef En-Nesyri,Sevilla,14.2,12,0.85,9,1
1135,Dedryck Boyata,Hertha BSC,21.1,10,0.47,7,1
1136,Rubén Peña,Villarreal,1.5,8,5.45,5,1
1137,Jean-Pierre Nsame,Venezia,2.7,8,2.94,5,1
1138,Gonzalo Villar,Getafe,3.3,6,1.81,3,1
1139,Haris Belkebla,Brest,25.7,31,1.21,29,0
1140,Mattia De Sciglio,Juventus,13.0,30,2.31,26,0
1141,Diego Rico,Real Sociedad,18.3,29,1.59,26,0
1142,Lucas Pérez,Cádiz,11.8,39,3.31,25,0
1143,Hans Hateboer,Atalanta,15.4,26,1.69,24,0
1144,Pierre Kalulu,Milan,21.6,23,1.06,21,0
1145,Pau Torres,Villarreal,31.7,24,0.76,20,0
1146,Gonzalo Montiel,Sevilla,11.8,21,1.77,19,0
1147,Kevin Vázquez,Celta Vigo,14.8,21,1.42,18,0
1148,Silvan Hefti,Genoa,14.3,20,1.4,17,0
1149,Robin Koch,Leeds United,17.5,18,1.03,16,0
1150,Wout Faes,Reims,37.0,18,0.49,16,0
1151,Fernando Marçal,Wolves,16.1,17,1.06,15,0
1152,Mohamed Simakan,RB Leipzig,22.3,15,0.67,13,0
1153,Roberto Gagliardini,Inter,7.2,15,2.08,13,0
1154,Willi Orban,RB Leipzig,29.4,14,0.48,12,0
1155,Djibril Sidibé,Monaco,10.5,14,1.33,12,0
1156,Tonny Vilhena,Espanyol,10.3,18,1.75,11,0
1157,Nayef Aguerd,Rennes,30.4,12,0.39,10,0
1158,Grejohn Kyei,Clermont Foot,4.4,11,2.5,9,0
1159,Andrea La Mantia,Empoli,5.4,11,2.03,9,0
1160,Luca Fiordilino,Venezia,7.3,12,1.63,9,0
1161,Benoît Badiashile,Monaco,20.4,10,0.49,8,0
1162,Jeremy Ngakia,Watford,10.0,12,1.2,8,0
1163,Liam Cooper,Leeds United,20.2,9,0.45,7,0
1164,Kingsley Schindler,Köln,3.9,10,2.58,7,0
1165,Simon Zoller,Bochum,6.6,9,1.36,7,0
1166,Lorenzo Tonelli,Empoli,9.7,9,0.93,7,0
1167,Alessandro Buongiorno,Torino,13.1,8,0.61,6,0
1168,José María Giménez,Atlético Madrid,22.7,8,0.35,6,0
1169,Ambroise Oyongo,Montpellier,7.3,8,1.09,6,0
1170,Eliot Matazo,Monaco,8.8,8,0.91,6,0
1171,Omar Colley,Sampdoria,30.5,7,0.23,5,0
1172,Aïssa Mandi,Villarreal,15.3,4,0.26,2,0
1173,Armando Izzo,Torino,5.8,3,0.51,1,0
1174,Manuel Prietl,Arminia,23.6,23,0.98,14,5
1175,Yunis Abdelhamid,Reims,33.1,21,0.63,14,3
1176,Manu Morlanes,Espanyol,12.7,23,1.81,17,1
1177,Hassane Kamara,Watford,18.0,21,1.16,16,1
1178,Morten Frendrup,Genoa,7.7,15,1.94,10,1
1179,Josuha Guilavogui,Bordeaux,14.8,24,1.62,20,0
1180,Jean Lucas,Monaco,16.1,35,2.18,16,6
1181,Gabriel Gudmundsson,Lille,14.9,24,1.61,15,5
1182,Alexis Flips,Reims,11.7,42,3.58,22,4
1183,Granit Xhaka,Arsenal,25.9,79,3.06,72,2
1184,Oriol Romeu,Southampton,32.1,67,2.09,63,1
1185,Farid Boulaya,Metz,17.0,46,2.71,28,1
1186,Quini,Granada,25.6,30,1.17,23,1
1187,Shandon Baptiste,Brentford,10.1,17,1.68,13,1
1188,Joachim Andersen,Crystal Palace,32.4,33,1.02,29,0
1189,Nicolas Haas,Empoli,11.1,28,2.52,25,0
1190,Nolito,Celta Vigo,15.4,27,1.76,24,0
1191,Sean Longstaff,Newcastle Utd,16.3,24,1.48,20,0
1192,Dayot Upamecano,Bayern Munich,24.6,23,0.94,20,0
1193,Kalvin Phillips,Leeds United,17.7,23,1.3,17,0
1194,Omar Mascarell,Elche,27.7,14,0.51,10,0
1195,Niklas Stark,Hertha BSC,22.6,13,0.58,9,0
1196,Lyanco,Southampton,10.1,9,0.89,6,0
1197,Diego Godín,Cagliari,9.1,8,0.88,5,0
1198,Franco Russo,Mallorca,16.3,4,0.25,1,0
1199,Fabiano Parisi,Empoli,16.4,29,1.77,20,6
1200,İlkay Gündoğan,Manchester City,20.6,72,3.49,53,5
1201,Thomas Delaine,Metz,25.7,49,1.9,38,4
1202,Iván Alejo,Cádiz,11.8,37,3.13,30,3
1203,Bradley Barcola,Lyon,2.9,15,5.13,10,3
1204,Filip Đuričić,Sassuolo,7.5,23,3.08,19,2
1205,Ayoze Pérez,Leicester City,4.9,18,3.64,14,2
1206,Sada Thioub,Saint-Étienne,10.6,18,1.71,14,2
1207,Ander Herrera,Paris S-G,12.1,39,3.22,36,1
1208,Weston McKennie,Juventus,15.2,34,2.24,29,1
1209,Iñigo Lekue,Athletic Club,21.4,32,1.5,23,1
1210,José Luis García Vayá,Levante,22.4,42,1.88,22,1
1211,Georginio Wijnaldum,Paris S-G,18.4,24,1.31,21,1
1212,Yoann Salmier,Troyes,29.6,20,0.67,17,1
1213,John Brooks,Wolfsburg,29.1,18,0.62,15,1
1214,Sven Michel,Union Berlin,3.8,14,3.73,11,1
1215,Ben Chilwell,Chelsea,6.0,21,3.49,11,1
1216,Lucas Martínez Quarta,Fiorentina,15.9,13,0.82,10,1
1217,Toni Moya,Alavés,15.4,31,2.01,8,1
1218,Giorgio Scalvini,Atalanta,8.5,11,1.3,8,1
1219,Sam Byram,Norwich City,11.4,11,0.96,8,1
1220,Max Kilman,Wolves,29.9,9,0.3,6,1
1221,Yusuf Yazıcı,Lille,5.7,17,3.01,6,1
1222,Gaëtan Laborde,Montpellier,3.8,8,2.11,5,1
1223,Sacha Delaye,Montpellier,2.9,6,2.06,3,1
1224,Charlie Goode,Brentford,5.0,12,2.4,2,1
1225,Alex Iwobi,Everton,22.6,62,2.74,58,0
1226,Christopher Trimmel,Union Berlin,22.1,53,2.4,32,0
1227,Jonathan Gradit,Lens,34.1,34,1.0,32,0
1228,Pavel Kadeřábek,Hoffenheim,13.3,31,2.33,29,0
1229,Andrés Guardado,Betis,15.5,28,1.81,26,0
1230,Leander Dendoncker,Wolves,21.7,28,1.29,26,0
1231,Marcel Sabitzer,Bayern Munich,10.1,26,2.59,24,0
1232,Jeffrey Gouweleeuw,Augsburg,28.6,24,0.84,20,0
1233,Gabriel Dos Santos,Arsenal,34.0,22,0.65,20,0
1234,Daniel Bessa,Hellas Verona,8.5,21,2.46,19,0
1235,Anel Ahmedhodzic,Bordeaux,15.0,20,1.33,18,0
1236,Callum Wilson,Newcastle Utd,15.4,20,1.3,18,0
1237,Hiroki Ito,Stuttgart,26.1,22,0.84,18,0
1238,Lilian Brassier,Brest,25.1,21,0.84,18,0
1239,Giorgio Chiellini,Juventus,15.0,19,1.26,17,0
1240,Brendan Chardonnet,Brest,29.8,19,0.64,16,0
1241,Andrew Gravillon,Reims,23.7,18,0.76,15,0
1242,Samuel Moutoussamy,Nantes,16.8,16,0.95,14,0
1243,Luke Thomas,Leicester City,21.2,20,0.94,14,0
1244,José Luis Palomino,Atalanta,29.7,16,0.54,14,0
1245,Dylan Chambost,Troyes,8.4,16,1.91,11,0
1246,Fali,Cádiz,20.0,12,0.6,9,0
1247,Yeray Álvarez,Athletic Club,20.7,11,0.53,9,0
1248,Tim Lemperle,Köln,1.7,11,6.64,9,0
1249,Fali Candé,Metz,10.8,16,1.48,9,0
1250,Nicolas Pallois,Nantes,27.2,10,0.37,8,0
1251,Ezri Konsa,Aston Villa,27.5,10,0.36,8,0
1252,Miguel Trauco,Saint-Étienne,12.4,17,1.38,8,0
1253,Nahuel Tenaglia,Alavés,11.9,11,0.92,8,0
1254,Moritz Jenz,Lorient,15.3,9,0.59,7,0
1255,Víctor Ruiz,Betis,15.8,9,0.57,7,0
1256,Édgar González,Betis,16.3,9,0.55,7,0
1257,Maxim Leitsch,Bochum,17.1,8,0.47,6,0
1258,Igor Zubeldia,Real Sociedad,18.3,8,0.44,6,0
1259,Harold Moukoudi,Saint-Étienne,18.5,8,0.43,6,0
1260,Nico Elvedi,M'Gladbach,27.0,10,0.37,6,0
1261,Marco Benassi,Empoli,4.2,8,1.88,6,0
1262,Edoardo Goldaniga,Cagliari,10.4,8,0.77,6,0
1263,Ainsley Maitland-Niles,Arsenal,3.0,8,2.69,5,0
1264,Mario Gaspar,Villarreal,6.9,7,1.01,5,0
1265,Linus Gechter,Hertha BSC,8.0,7,0.88,5,0
1266,Marin Jakoliš,Angers,2.5,6,2.36,4,0
1267,Jerry St. Juste,Mainz 05,6.7,6,0.89,4,0
1268,Jordan Lotomba,Nice,19.8,32,1.62,26,4
1269,Konrad De La Fuente,Marseille,8.7,21,2.41,17,3
1270,Darío Benedetto,Elche,6.6,11,1.68,7,3
1271,César Azpilicueta,Chelsea,23.0,44,1.91,41,2
1272,Fabian Klos,Arminia,15.8,24,1.52,21,2
1273,Jonjoe Kenny,Everton,11.3,20,1.77,15,2
1274,Jesus Vazquez,Valencia,9.0,15,1.66,11,2
1275,Janis Antiste,Spezia,8.8,11,1.24,8,2
1276,Andriy Yarmolenko,West Ham,3.5,7,1.99,4,2
1277,Pol Lirola,Marseille,19.7,47,2.39,43,1
1278,Gerard Gumbau,Elche,21.0,50,2.38,26,1
1279,Yvann Macon,Saint-Étienne,17.0,29,1.71,25,1
1280,Igor Carioca,Lorient,17.5,28,1.6,25,1
1281,Facundo Medina,Lens,28.8,28,0.97,25,1
1282,Tyler Adams,RB Leipzig,15.0,25,1.67,23,1
1283,James Milner,Liverpool,9.5,31,3.27,23,1
1284,Riqui Puig,Barcelona,5.4,22,4.07,20,1
1285,Jean-Eudes Aholou,Strasbourg,11.2,22,1.97,20,1
1286,Amadou Haidara,RB Leipzig,14.7,21,1.43,19,1
1287,Patrick Herrmann,M'Gladbach,8.4,29,3.46,18,1
1288,Davie Selke,Hertha BSC,11.2,18,1.61,16,1
1289,Leandro Paredes,Paris S-G,9.3,16,1.72,14,1
1290,Jens Stryger Larsen,Udinese,7.6,16,2.11,11,1
1291,Paco Alcácer,Villarreal,8.7,13,1.49,11,1
1292,Kevin Möhwald,Union Berlin,3.9,11,2.8,9,1
1293,Manuel Akanji,Dortmund,25.1,11,0.44,8,1
1294,Erik Thommy,Stuttgart,3.0,13,4.27,8,1
1295,Hatem Ben Arfa,Lille,3.5,12,3.44,8,1
1296,Suso,Sevilla,4.3,10,2.34,8,1
1297,Moisés Caicedo,Brighton,7.3,10,1.36,8,1
1298,Emil Krafth,Newcastle Utd,18.2,13,0.72,7,1
1299,Néstor Araujo,Celta Vigo,29.1,8,0.28,6,1
1300,Naïs Djouahra,Real Sociedad,2.4,8,3.29,6,1
1301,Riccardo Ciervo,Sampdoria,2.5,8,3.17,6,1
1302,Adrian Grbić,Lorient,5.8,8,1.39,6,1
1303,Youssoufa Moukoko,Dortmund,2.5,6,2.42,4,1
1304,Beñat Turrientes,Real Sociedad,2.3,6,2.61,3,1
1305,Ragnar Ache,Eint Frankfurt,2.9,5,1.74,3,1
1306,Ander Martin,Real Sociedad,1.0,5,5.11,2,1
1307,Javier Llabrés,Mallorca,1.5,4,2.73,2,1
1308,Leonardo Balerdi,Marseille,10.6,4,0.38,2,1
1309,Jessic Ngankam,Greuther Fürth,3.8,3,0.79,1,1
1310,Óscar Melendo,Espanyol,11.0,33,3.0,32,0
1311,Angelo Stiller,Hoffenheim,18.8,29,1.54,28,0
1312,Ben Davies,Tottenham,28.2,29,1.03,27,0
1313,Adam Forshaw,Leeds United,17.0,27,1.59,26,0
1314,Sebastian Rode,Eint Frankfurt,8.4,25,2.96,24,0
1315,Mikel Vesga,Athletic Club,15.1,24,1.59,23,0
1316,Eric García,Barcelona,22.7,23,1.02,22,0
1317,Luca Ranieri,Salernitana,23.4,23,0.98,21,0
1318,Jetro Willems,Greuther Fürth,17.8,22,1.24,20,0
1319,Florian Krüger,Arminia,12.5,21,1.67,20,0
1320,Mario Hermoso,Atlético Madrid,20.7,23,1.11,19,0
1321,Matt Ritchie,Newcastle Utd,14.9,40,2.69,18,0
1322,Joel Obi,Salernitana,12.7,23,1.81,17,0
1323,Nacho,Real Madrid,17.3,18,1.04,17,0
1324,Adrien Silva,Sampdoria,12.0,19,1.58,17,0
1325,Rober,Levante,22.3,17,0.76,16,0
1326,Amir Rrahmani,Napoli,32.5,17,0.52,16,0
1327,Davinson Sánchez,Tottenham,18.1,16,0.88,15,0
1328,Wajdi Kechrida,Salernitana,10.6,18,1.7,15,0
1329,Romain Saïss,Wolves,30.1,15,0.5,14,0
1330,Pascal Stenzel,Stuttgart,10.0,16,1.6,14,0
1331,José Ángel,Osasuna,12.0,16,1.33,14,0
